PRICING_DATE,PX_LAST
2011-12-29,4.23
2011-12-30,4.2
2012-01-04,4.29
2012-01-05,4.36
2012-01-06,4.37
2012-01-09,4.4
2012-01-10,4.53
2012-01-11,4.62
2012-01-12,4.55
2012-01-13,4.59
2012-01-16,4.59
2012-01-17,4.63
2012-01-18,4.67
2012-01-19,4.61
2012-01-20,4.56
2012-01-30,4.61
2012-01-31,4.68
2012-02-01,4.74
2012-02-02,4.7
2012-02-03,4.7
2012-02-06,4.73
2012-02-07,4.75
2012-02-08,4.71
2012-02-09,4.74
2012-02-10,4.62
2012-02-13,4.6
2012-02-14,4.59
2012-02-15,4.63
2012-02-16,4.65
2012-02-17,4.67
2012-02-20,4.6
2012-02-21,4.62
2012-02-22,4.61
2012-02-23,4.63
2012-02-24,4.64
2012-02-27,4.63
2012-02-28,4.65
2012-02-29,4.67
2012-03-01,4.65
2012-03-02,4.66
2012-03-05,4.64
2012-03-06,4.62
2012-03-07,4.49
2012-03-08,4.45
2012-03-09,4.44
2012-03-12,4.38
2012-03-13,4.4
2012-03-14,4.46
2012-03-15,4.44
2012-03-16,4.41
2012-03-19,4.41
2012-03-20,4.45
2012-03-21,4.47
2012-03-22,4.42
2012-03-23,4.4
2012-03-26,4.43
2012-03-27,4.45
2012-03-28,4.41
2012-03-29,4.4
2012-03-30,4.4
2012-04-05,4.42
2012-04-06,4.42
2012-04-09,4.41
2012-04-10,4.39
2012-04-11,4.37
2012-04-12,4.41
2012-04-13,4.42
2012-04-16,4.4
2012-04-17,4.39
2012-04-18,4.38
2012-04-19,4.36
2012-04-20,4.35
2012-04-23,4.35
2012-04-24,4.32
2012-04-25,4.27
2012-04-26,4.22
2012-04-27,4.18
2012-05-02,4.21
2012-05-03,4.25
2012-05-04,4.29
2012-05-07,4.265
2012-05-08,4.26
2012-05-09,4.2
2012-05-10,4.15
2012-05-11,4.1
2012-05-14,3.94
2012-05-15,3.69
2012-05-16,3.65
2012-05-17,3.7
2012-05-18,3.74
2012-05-21,3.747
2012-05-22,3.77
2012-05-23,3.64
2012-05-24,3.49
2012-05-25,3.46
2012-05-28,3.52
2012-05-29,3.55
2012-05-30,3.54
2012-05-31,3.44
2012-06-01,3.43
2012-06-04,3.51
2012-06-05,3.52
2012-06-06,3.57
2012-06-07,3.54
2012-06-08,3.39
2012-06-11,3.45
2012-06-12,3.48
2012-06-13,3.53
2012-06-14,3.51
2012-06-15,3.5
2012-06-18,3.52
2012-06-19,3.54
2012-06-20,3.57
2012-06-21,3.52
2012-06-22,3.52
2012-06-25,3.55
2012-06-26,3.55
2012-06-27,3.5
2012-06-28,3.44
2012-06-29,3.45
2012-07-02,3.46
2012-07-03,3.44
2012-07-04,3.43
2012-07-05,3.44
2012-07-06,3.37
2012-07-09,3.35
2012-07-10,3.35
2012-07-11,3.31
2012-07-12,3.17
2012-07-13,3.13
2012-07-16,3.14
2012-07-17,3.15
2012-07-18,3.19
2012-07-19,3.16
2012-07-20,3.17
2012-07-23,3.2
2012-07-24,3.17
2012-07-25,3.13
2012-07-26,3.14
2012-07-27,3.18
2012-07-30,3.17
2012-07-31,3.21
2012-08-01,3.19
2012-08-02,3.19
2012-08-03,3.17
2012-08-06,3.24
2012-08-07,3.24
2012-08-08,3.21
